stoc_pol_mean,VF_error_before,stoc_pol_min,VF_error_after,time_opt,eval_score,kl_dist,time_VF,time_sampling,surr_improvement,running_score,stoc_pol_std,alpha,stoc_pol_max
308.9045569291888,0.15335688314205778,199.15228926572937,0.05015830236514056,0.07141685485839844,252.65258150379046,0.0033575895,0.0031769275665283203,0.5249528884887695,0.0010898669,102.87680608158452,84.23856368142988,1.0,463.06933828536967
197.3618460378357,0.4344654387801925,-88.52962360960419,0.1779318952084923,0.06818699836730957,249.8514116965833,0.0015790071,0.003506898880004883,0.5310149192810059,0.0006279118,112.32531007720964,189.02315200684285,1.0,387.22113388978977
105.60727652806918,0.38288288633964424,-125.44521943189656,0.2787818198949542,0.06062722206115723,358.64237785616376,0.0044980007,0.0029408931732177734,0.5362889766693115,0.0013210871,111.65350672229559,161.73605785280324,1.0,358.8802986420586
277.04405227457033,0.2324942812318869,-58.457391271465724,0.0882424165620429,0.06733489036560059,273.83583752161434,0.0036696554,0.00308990478515625,0.5289480686187744,0.0025841629,128.19256127752308,123.77237954864451,1.0,416.4682026403143
127.17124175941319,0.3682179574429002,-140.78295871979194,0.23760660222255908,0.06389594078063965,378.1706818076966,0.003908791,0.0029239654541015625,0.543159008026123,0.0010212588,128.09042932571208,199.10709532147087,1.0,358.8037314894874
234.06078848937022,0.4171218724542466,-33.68604741516109,0.12989762597191512,0.064910888671875,476.25578584256544,0.00029574067,0.0025060176849365234,0.5305030345916748,0.00014022847,138.6874652420779,135.20100835946562,1.0,445.4174169213304
175.55868149277015,0.31461342170576145,-7.422112338421322,0.15237907991744015,0.0654599666595459,335.8231708060764,0.0018775719,0.003559112548828125,0.5378108024597168,0.0005553793,142.37458686714712,114.59743517125443,1.0,413.4535358926233
251.269243003459,0.18268586801201855,-77.67381214491844,0.10510556303735186,0.07115483283996582,419.2408628208,0.004884043,0.003075838088989258,0.5267319679260254,0.0027746616,153.2640524807783,129.28338167944358,1.0,418.65556890463847
264.6538750536498,0.10541156177937747,125.71603020835875,0.0765661940556213,0.06803512573242188,374.1725431702625,0.0012808824,0.004467010498046875,0.5353648662567139,0.0003947312,164.40303473806546,71.95142311597571,1.0,376.0543441162825
316.4466509325283,0.11401975349173482,9.620920362747572,0.08918509374412636,0.06340408325195312,658.864982807363,0.0033689833,0.0031490325927734375,0.5300190448760986,0.0009024439,179.60739635751173,123.89684983040412,1.0,475.7198503855019
288.7762848700792,0.10971102756667497,-104.45380310721511,0.08439313960791234,0.07144284248352051,539.6751909386687,0.002738726,0.003475189208984375,0.5277140140533447,0.0010153409,190.5242852087685,140.2168546095201,1.0,401.5892209237822
318.704920008958,0.06972852622219927,207.19810517139558,0.04768136344079384,0.07019495964050293,883.9588196799181,0.00055271626,0.003120899200439453,0.5232000350952148,0.0002253073,203.34234868878747,82.3569888699899,1.0,460.08424368696063
201.75129174637,0.44840337011565506,-161.51289274323264,0.21976816795196677,0.06705093383789062,619.3914500647837,0.0047322186,0.003075838088989258,0.5263400077819824,0.0013629799,203.1832429945457,187.50037564818373,1.0,481.80692070159586
266.76929926914966,0.16853587806033002,-169.58161961258975,0.13214441887180742,0.06997203826904297,637.3498229999375,0.009677869,0.0035071372985839844,0.5286281108856201,0.0026611965,209.5418486220061,166.11900961498804,1.0,417.8481301904545
